date,bikes_hired,Baseline,A,B,C,D,E
2022-10-17,27900,31262.38586364,30883.38725218,29218.34078297,28046.82308546,27734.90869497,26680.35441394
2022-10-18,32208,26914.28389069,28826.08268132,27744.34879401,31532.03562882,32803.52302196,30709.29498217
2022-10-19,31765,28734.41960030,30608.29667322,29341.99473373,27905.23970551,28040.04520684,28943.51457279
2022-10-20,25295,30352.31800884,32301.26277072,28667.46530650,27236.75390442,27003.66140752,24894.39611914
2022-10-21,25143,30453.43665937,30879.73196196,28182.49964424,28367.68727179,27461.32574156,26188.55621354
2022-10-22,27676,30756.79261097,28943.27779210,26895.44411602,25669.53200047,26836.47172893,26583.01046189
2022-10-23,14625,30352.31800884,26353.75611135,22634.40927293,21929.42940598,21282.39090298,17465.11118398
2022-10-24,26888,29947.84340670,29570.34515400,27692.22335668,26887.79335083,24315.67431200,21404.13709210
2022-10-25,31397,29138.89420243,31048.15392439,28572.40694282,28608.71652685,31068.10956255,29255.28913239
2022-10-26,32015,31464.62316471,33335.38410790,31769.41101405,31572.39121707,31147.71005242,29479.99263436
2022-10-27,31983,32071.33506791,34018.31782219,31125.87540435,31884.77868311,32556.60158977,30036.40874556
2022-10-28,30083,30959.02991204,31384.74815356,29317.58695168,28815.98892179,29162.56897493,27472.70136188
2022-10-29,29650,31363.50451418,29549.29722203,26840.51358710,30504.04066620,31903.37978045,27215.35233835
2022-10-30,20989,29947.84340670,25949.74315807,22812.32944157,20594.48266635,23261.33155234,22155.86618283
2022-10-31,26467,29644.48745510,29267.33543904,26215.85486488,26159.08215414,26239.34922511,24923.91151277
2022-11-01,24850,28228.82634763,30139.12477949,29351.20897232,28004.61516964,21119.72023760,19050.69986242
2022-11-02,27494,27419.87714336,29295.25457504,29168.31840367,28252.74621658,27314.26153554,25410.65038549
2022-11-03,22601,25397.50413268,27352.10409297,24362.33510118,24445.67802741,21706.43804282,18431.95024582
2022-11-04,26995,23172.89382094,23607.49880282,22200.57463813,23861.48589135,25600.68591124,23020.00704903
2022-11-05,16082,24891.91088001,23085.08996946,20482.56255570,22922.59705182,22987.16578465,19666.29403088
2022-11-06,12392,28026.58904656,24030.68162996,20876.87172011,18362.77336860,15956.69446774,12592.53764481
2022-11-07,21608,28532.18229923,28156.29981750,25882.56854249,23921.33630768,23442.82509136,22476.65875924
2022-11-08,24779,28633.30094976,30543.13773278,29718.30237978,26953.46883220,23937.50080537,22590.21157881
2022-11-09,28454,26813.16524015,28689.23514511,27668.95095632,26806.19982554,27926.56524467,25988.14367438
2022-11-10,44677,28329.94499816,30281.19800429,29274.46651764,27323.65764957,27315.91393420,25765.29065295
2022-11-11,30498,29543.36880457,29970.70281707,28577.77360168,26187.79709424,28432.98528961,26960.50862710
2022-11-12,27228,27318.75849282,25509.16768917,22099.73804834,21098.75242131,22184.36498084,22351.37087718
2022-11-13,21305,27217.63984229,23222.65572339,19456.37151308,19993.46556363,20050.33294819,19286.55399071
2022-11-14,27264,25397.50413268,25025.19942954,21109.86143036,20421.04404136,20394.77033761,21332.22895605
2022-11-15,22414,26408.69063802,28321.06648971,26104.61928648,25346.15629903,25418.40325814,23183.14011159
2022-11-16,19784,25094.14818108,26972.18009365,24988.49829043,24110.07407364,20065.91241142,19263.45845006
2022-11-17,23733,25195.26683161,27150.09761633,25692.71499772,23070.99913756,20082.37437918,18935.30961477
2022-11-18,26442,24993.02953055,25425.55709260,25245.30744392,24348.43721537,26617.32845406,24518.63561045
2022-11-19,22308,23476.24977254,21671.04463296,20166.64865377,17853.30064266,20902.15066561,20713.40319291
2022-11-20,16513,22869.53786934,18879.51647557,17518.59333927,18489.36205173,18452.81569028,16921.62465395
2022-11-21,19990,21554.99541240,21187.07637333,19419.00029183,20845.68655918,16855.06312012,14675.14495426
2022-11-22,27394,22566.18191773,24482.94343350,24030.23007589,22926.22464076,25158.02313785,23856.91219389
2022-11-23,24250,23577.36842307,25457.13151883,24570.71819263,26259.88913646,22882.92773539,20196.10706567
2022-11-24,25170,24588.55492841,26544.07818640,25788.01690264,26959.68145817,26702.06987941,23351.74561219
2022-11-25,26857,23981.84302521,24415.52470939,23762.37466118,24418.63879583,25379.10763789,22739.67731579
2022-11-26,22226,25094.14818108,23287.09644610,21513.90815557,21400.46987185,20653.45250382,19692.93578971
2022-11-27,12985,26610.92793909,22616.63629346,19127.77396993,16842.81807730,15869.20765827,15480.66779621
2022-11-28,24307,23476.24977254,23106.13790143,20224.05948509,20994.11327882,22840.72116018,22505.32019389
2022-11-29,27072,21959.47001453,23876.92400357,20895.82190025,17730.13956717,19619.25028303,22473.67715369
2022-11-30,27884,22566.18191773,24447.09913562,21816.08706567,20049.41766703,22032.63260916,23437.63610529
2022-12-01,27401,21453.87676186,23412.97779844,21116.23823053,21487.93444006,22931.06625610,19617.19228372
2022-12-02,23550,21251.63946079,21688.43727471,19639.36058856,18128.47334092,17689.58882113,15449.55286695
2022-12-03,19139,21251.63946079,19448.97338989,19883.60408106,17685.22243058,17288.76854153,13540.82783914
2022-12-04,14513,20038.21565439,16051.42580257,16018.78095125,12880.18044535,12423.35609725,9841.01672963
2022-12-05,23342,21352.75811133,20985.06989668,19659.35303617,18375.06155315,20250.56642403,16709.43044838
2022-12-06,25860,19431.50375119,21351.84304553,20226.43598793,19550.73374882,22433.31677638,19536.66657704
2022-12-07,24575,17510.24939104,19396.93721955,18559.67488069,17908.89391124,20069.81983757,17494.50790548
2022-12-08,22686,14982.28312770,16948.77054587,17463.16939161,18699.59896080,21111.93864260,17051.57489582
2022-12-09,21496,15184.52042877,15628.24297543,15505.58626094,16986.28209444,18472.48168624,14604.11418924
2022-12-10,16795,14476.68987503,12681.75642236,12452.99831793,16485.16315277,17124.09513585,11723.98866932
2022-12-11,9848,13162.14741809,9183.20559672,8102.78092019,9358.07956621,8534.48498419,6336.34944691
2022-12-12,13351,15892.35098250,15530.89502733,14239.32121142,12986.36704547,14046.17313182,12359.14829916
2022-12-13,16527,13162.14741809,15089.64226961,15767.81514056,16191.17697841,18051.27855329,14776.02866889
2022-12-14,16593,13667.74067076,15558.81416333,15516.37264592,15117.87609876,16141.69509817,14040.90781530
2022-12-15,17166,12656.55416542,14625.69606448,15887.30303082,16440.40223079,18945.61324951,15691.62555643
2022-12-16,15580,12858.79146649,13305.16849404,12980.99256399,15977.58251723,16367.37798034,12652.04112668
2022-12-17,13024,14678.92717610,12883.76289900,12878.77327770,15779.48490810,17420.57044840,12338.72645409
2022-12-18,5853,16903.53748784,12920.32541461,11569.04484718,16875.60260217,13865.88220012,6892.64044609
2022-12-19,13202,27520.99579389,27146.26743429,24440.00713575,22159.56307919,20473.35242718,16133.38612810
2022-12-20,18194,25094.14818108,27008.02439153,25486.85782035,26830.38042363,26433.17189978,20385.62813311
2022-12-21,16661,22768.41921880,24649.10561226,22463.90459348,23224.51688635,24553.51460220,19727.66915985
2022-12-22,13645,23577.36842307,25534.04580319,22125.02981552,22141.82192531,22060.01525446,18439.04250664
2022-12-23,9269,24487.43627788,24920.54090100,22253.13684016,22154.72674044,18869.77876222,13190.58674166
2022-12-24,8291,23577.36842307,21772.04787128,19380.34457748,18089.13315937,19196.30896737,16313.74604712
2022-12-25,16298,25094.14818108,21101.58771864,18528.32268010,16310.02113835,21244.78733783,17596.05207288
2022-12-26,7301,21757.23271346,21389.08284997,22024.82955598,23072.66056339,24053.07154942,17537.83423540
2022-12-27,7002,21656.11406293,23573.91428860,22467.49229698,23862.60322005,23166.57845001,17354.04379363
2022-12-28,6461,25801.97873482,27679.20276190,25398.77634144,23336.57003449,21289.17448612,17038.78192197
2022-12-29,11264,23779.60572414,25736.05227983,26466.82824797,24243.70182666,22411.49122463,18102.64520788
2022-12-30,9327,24891.91088001,25324.55385428,23811.18583983,25303.21319038,24618.75417001,17062.07915452
2022-12-31,7619,27925.47039603,26115.18711910,24043.19063177,21848.91992768,18102.09003553,12568.58981347
2023-01-01,10139,25700.86008428,21707.60714857,20814.93195959,18758.82818941,15383.18236763,10945.28847626
2023-01-02,11695,21251.63946079,20884.06665836,19335.44427227,18910.85934154,21953.82446058,18068.64022017
2023-01-03,12497,23274.01247147,25189.96610175,22744.91033460,25996.77582691,22560.94649918,15564.35201269
2023-01-04,16650,27723.23309496,29598.26429001,28747.23222314,25543.40788944,22636.76694922,19023.57941528
2023-01-05,18493,26105.33468642,28059.12676122,26528.76800850,25398.17292098,25145.66573156,20255.68168163
2023-01-06,18171,25094.14818108,25526.56033092,24075.47529557,23607.41781006,25476.30874052,19690.12630189
2023-01-07,12131,25801.97873482,23994.11911435,23377.55574284,21748.02902130,21013.45121490,14950.30468183
2023-01-08,9263,22566.18191773,18576.50676061,17616.70851174,17350.74385350,17509.12781849,11829.96244031
2023-01-09,21921,21352.75811133,20985.06989668,21072.35119642,21134.04560169,22240.48641576,16587.09737515
2023-01-10,17184,23678.48707361,25593.97905503,23899.24557420,26899.47916630,22358.63859276,14248.53848144
2023-01-11,23001,24082.96167574,25962.14771044,25725.99118807,25756.74760243,23063.83433542,17301.91613718
2023-01-12,21966,26307.57198748,28261.13323787,27297.69966433,25086.89308571,21655.01092069,16177.87514318
2023-01-13,21638,23476.24977254,23910.50851778,25634.95486627,23888.35665276,22175.00493740,16555.21452306
2023-01-14,14227,24082.96167574,22277.06406289,21544.90197310,22575.39708800,19552.36474721,12250.48231097
2023-01-15,15303,20442.69025652,16455.43875586,17637.38701493,17281.11469812,19339.85815842,13087.26727344
2023-01-16,19783,17813.60534264,17449.95655544,17224.43470906,16401.41740419,16909.12200116,13271.42566831
2023-01-17,22254,13869.97797183,15796.66493786,16844.22089568,19184.23336562,24384.80918317,18570.30070604
2023-01-18,22755,15690.11368143,17578.87892976,18139.08151535,20538.89340913,24543.51388324,18564.27910758
2023-01-19,22915,15993.46963304,17958.80292909,18199.23171822,20394.50882596,24106.19701556,18525.99434862
2023-01-20,20272,17813.60534264,18254.32717179,18699.12092956,19271.81229067,23946.69174324,18731.41898349
2023-01-21,17236,17004.65613837,15206.83738039,15221.69578262,18176.89405890,20704.41806243,15313.68984318
2023-01-22,14056,15285.63907930,11304.27360147,10908.09873749,15068.81920859,17917.73413925,12190.97701352
2023-01-23,20458,15791.23233197,15429.89178901,15429.33904778,17093.54962194,20460.25277892,15930.64978747
2023-01-24,23567,18015.84264371,19937.79770903,20072.00759003,18414.00813610,21856.68687160,19093.11809168
2023-01-25,20321,17308.01208998,19194.93074290,17427.40084079,19728.80753795,18621.32639132,14503.40151955
2023-01-26,22319,20139.33430492,22099.93570026,20740.70502044,21091.31692976,22290.10206252,18285.16566303
2023-01-27,21288,19734.85970279,20173.38869989,19948.26525889,20274.38604077,23497.87582318,19083.12150101
2023-01-28,17475,19431.50375119,17630.91510010,18736.32594759,17781.55357995,22639.66823249,17723.28202316
2023-01-29,14276,21251.63946079,17263.46466243,16110.77677345,15592.92305332,16136.66669784,12365.90623509
2023-01-30,22557,21453.87676186,21086.07313500,22001.83060043,22795.16409789,22828.27273770,17472.50464249
2023-01-31,25322,22060.58866506,23977.92724189,25216.49688885,27193.53738984,26345.18671318,19478.16264368
2023-02-01,22585,22262.82596613,24144.08942065,25587.99745478,25537.83306290,23646.24162875,17958.62473135
2023-02-02,25034,24082.96167574,26039.06199480,26146.67050746,26434.86086569,30804.97620499,24538.18732499
2023-02-03,22559,25296.38548215,25728.56680757,25167.37795946,25046.86251752,30910.97651618,24303.76351828
2023-02-04,20058,23880.72437467,22075.05758625,22047.66866149,19492.86163558,27015.81206078,21888.48644843
2023-02-05,17685,20543.80890706,16556.44199418,17093.31119468,17626.97022391,20533.67207748,15924.67594298
2023-02-06,23252,19330.38510065,18965.00513026,19277.25553514,22813.22261579,24452.92303967,18840.29902575
2023-02-07,24642,16701.30018677,18624.75561086,18081.61933965,23977.94189315,24572.51768892,18459.91800106
2023-02-08,24594,16499.06288570,18386.90483633,19095.31089830,23604.84428226,23492.31569864,18318.17835045
2023-02-09,25102,18824.79184798,20786.89360209,22202.06941867,26035.48947853,27488.65726714,20851.96382917
2023-02-10,22001,19128.14779958,19567.36926996,20184.86697984,23373.00402054,23085.53391525,16990.32592641
2023-02-11,18973,22970.65651987,21166.02844135,20404.18813057,20727.17249439,23706.56717562,18182.16123209
2023-02-12,16234,22970.65651987,18980.51971389,18710.48668732,15767.66981385,17112.52232225,14044.33376170
2023-02-13,23135,21858.35136400,21490.08608829,21622.05355176,23421.44259569,22065.60354928,18066.53131285
2023-02-14,24692,19937.09700385,21856.85923714,20796.32403127,29363.30209972,29040.89310147,20721.73172600
2023-02-15,24962,22768.41921880,24649.10561226,24502.65908183,30859.95688195,28659.36979808,20570.03288464
2023-02-16,24128,25094.14818108,27049.09437801,25207.32072978,24238.11726453,27396.47589599,22651.15877904
2023-02-17,22381,27723.23309496,28152.64452728,26946.03895612,26679.79417506,30042.09511830,23746.06137656
2023-02-18,18352,27318.75849282,25509.16768917,25087.21987286,22972.03495990,26853.15592639,21561.57417881
2023-02-19,18961,25195.26683161,21202.59095696,22788.44060469,21808.02722595,27511.25852422,22114.99131002
2023-02-20,23158,24993.02953055,24621.18647625,23730.24984742,26041.64179835,29270.97337379,23312.82841232
2023-02-21,25505,23779.60572414,25694.98229335,24384.63984213,23706.04061578,25183.15697978,22020.64172421
2023-02-22,21067,22363.94461667,24245.09265897,22540.89632210,21552.96391557,23233.68751867,19843.95046009
2023-02-23,24275,21049.40215973,23008.96484516,22384.18555136,21760.18410456,23222.88651543,19787.53499100
2023-02-24,21713,19633.74105225,20072.38546157,20472.15539113,25091.21271554,25737.48850488,18597.23232758
2023-02-25,17754,19633.74105225,17832.92157675,18637.27301927,19620.71241461,21643.33752404,17655.25182300
2023-02-26,14344,18925.91049852,14940.39018104,17784.80618123,17785.74253316,21729.65391341,16489.24550526
2023-02-27,21973,19027.02914905,18661.99541529,20364.46941979,22945.19459056,27911.70242636,21182.42329806
2023-02-28,24206,19532.62240172,21452.84628386,21196.28676795,22076.04631703,26130.56768124,20492.31622397
2023-03-01,24590,20644.92755759,22528.03760751,22767.18272872,22614.03467647,29753.04760946,24174.71782247
2023-03-02,25076,19633.74105225,21594.91950866,23138.11311362,25399.40011327,25920.19783052,21590.31671388
2023-03-03,21714,20442.69025652,20880.41136814,22881.75431034,20766.15645680,24954.09838840,20277.10992400
2023-03-04,17136,20847.16485866,19044.96043660,20243.19544173,17728.64655741,22483.05868844,18614.89673106
2023-03-05,13536,19128.14779958,15142.39665768,18008.72426097,14837.64518280,16609.87807759,13116.63509866
2023-03-06,18509,19633.74105225,19268.01484522,19037.84054665,21181.83386746,22677.84760344,16760.94489414
2023-03-07,22692,17914.72399318,19836.79447071,20515.15497025,20110.51892119,24084.26232114,20962.14604465
2023-03-08,12930,16701.30018677,18588.91131298,17704.37393775,16396.10379419,13729.78141762,13053.73440070
2023-03-09,16466,19229.26645012,21190.90655537,18754.06779346,18988.77571836,15258.50704632,12691.93162706
2023-03-10,16908,18824.79184798,19264.35955500,18526.82729601,19433.65548286,16446.70648232,13330.83497465
2023-03-11,16110,18015.84264371,16216.86976361,17512.05608550,19937.54559813,22527.04812814,18262.42176020
2023-03-12,15161,24993.02953055,21000.58448032,19395.36950841,20164.77425641,16868.38732446,14111.21684965
2023-03-13,20996,27925.47039603,27550.28038757,27673.46823971,25376.57187692,18180.75280191,17105.74002608
2023-03-14,22602,21049.40215973,22967.89485868,23753.74979411,26506.34973529,26661.66167505,20633.12974034
2023-03-15,35319,19835.97835332,21720.01170094,21992.62453780,23094.59821155,26582.63466966,23266.01706460
2023-03-16,25403,25801.97873482,27756.11704626,27070.96831705,26964.64895601,29819.99127572,24677.10225306
2023-03-17,20555,26408.69063802,26839.60242910,24329.89437764,23402.31774833,25861.48732600,21003.46174615
2023-03-18,17470,25195.26683161,23388.09968442,20808.34683130,20192.72714322,23618.66518752,19628.08521312
2023-03-19,16549,23779.60572414,19788.54562046,20252.10102238,19532.09605447,25040.15115837,20720.37897938
2023-03-20,21543,25498.62278321,25126.20266786,23492.71037062,22973.71599760,24832.24511244,19784.13518901
2023-03-21,26474,26408.69063802,28321.06648971,27275.38919069,26814.01859311,27361.22330604,23812.93868725
2023-03-22,24920,27217.63984229,29093.24809840,28641.61500388,28304.62189117,27376.18178745,22822.44858286
2023-03-23,22781,26712.04658962,28665.14619115,28593.33471995,29481.68265990,25505.97973115,20760.00413826
2023-03-24,19171,25397.50413268,25829.57004589,25854.62910742,26368.44827608,24753.12647369,20310.63161756
2023-03-25,20778,25498.62278321,23691.10939939,25110.71164359,25999.06770812,26237.20101071,20932.47052501
2023-03-26,11915,22768.41921880,18778.51323725,18123.22622352,14761.15163463,14358.60335227,12380.38672941
2023-03-27,24102,20746.04620813,20379.05046676,23610.12134977,23626.70594492,29271.97929113,25876.25136154
2023-03-28,19949,21858.35136400,23775.92076525,24427.37954502,22517.21657971,24173.66501368,19689.08943698
2023-03-29,22309,26509.80928855,28386.22543015,26192.58246451,26905.93525574,25279.86795160,20229.93337477
2023-03-30,24147,28127.70769709,30079.19152765,29393.70513396,28410.32325722,26742.19613855,24567.13846944
2023-03-31,12794,26307.57198748,26738.59919078,24026.17130174,22704.93179331,18197.36412923,13771.91167596
2023-04-01,17964,23880.72437467,22075.05758625,20352.07086919,18349.46204827,20147.99085970,17558.01760233
2023-04-02,17095,22768.41921880,18778.51323725,20242.72346389,19490.17708012,22399.79875629,21742.26665124
2023-04-03,23224,21251.63946079,20884.06665836,23130.35361693,25171.24643959,28662.87082675,25486.56288850
2023-04-04,27231,21049.40215973,22967.89485868,25812.68997047,28186.11668298,30559.53068349,28066.02762739
2023-04-05,22420,22667.30056827,24548.10237394,26318.43324630,29182.06227156,29949.29865055,25641.51245336
2023-04-06,19418,25700.86008428,27655.11380794,26747.05955314,27060.10801554,28724.40425594,24580.02898826
2023-04-07,20576,24386.31762734,24819.53766268,26632.49338108,28105.00575782,33569.98009372,31176.16588233
2023-04-08,19223,23274.01247147,21469.03815632,21254.80029426,23699.57031882,26195.43068365,23479.75687495
2023-04-09,18747,25296.38548215,21303.59419528,21235.08038427,22909.46716951,20478.71146488,19281.81793704
2023-04-10,9934,26712.04658962,26338.24152772,26491.44526532,26290.37245727,19816.86895562,15043.85608286
2023-04-11,17631,24285.19897681,26199.99848496,26851.98255780,27757.96466134,25478.56564953,23363.12037333
2023-04-12,20210,23071.77517040,24952.11532722,25635.87087758,26524.01119556,23962.81029716,22061.14765108
2023-04-13,24677,24082.96167574,26039.06199480,29113.96664398,28837.92858772,30496.42377587,29149.23007443
2023-04-14,17135,22869.53786934,23304.48908785,22783.14632268,23595.98711742,23104.82697440,18871.20126799
2023-04-15,20678,24993.02953055,23186.09320778,22219.46947985,25375.29304053,24715.83742728,20635.09688630
2023-04-16,19581,25599.74143375,21606.60391025,21520.49328387,23685.24037491,25292.16061482,22162.68952320
2023-04-17,25688,26307.57198748,25934.22857443,26144.53754587,27183.06645803,28790.74613330,28663.61565941
2023-04-18,26225,24487.43627788,26402.00496160,26652.00118946,24273.06245225,22573.16134777,22678.30991191
2023-04-19,28238,25397.50413268,27275.18980861,28241.20732654,29085.72569605,26302.56108711,25364.69620445
2023-04-20,25061,24082.96167574,26039.06199480,27600.04004372,30183.08705316,28067.09027645,25266.65314920
2023-04-21,21039,23779.60572414,24213.51823275,23679.75639747,23845.04714484,22822.05704523,21423.80204298
2023-04-22,23052,24386.31762734,22580.07377785,23102.01321691,24469.01530993,24639.06639230,22263.41234550
2023-04-23,14472,25903.09738535,21909.61362521,20473.65077523,18637.01681220,19202.25260516,16475.90696788
2023-04-24,18532,23577.36842307,23207.14113975,24040.09227360,24315.05047239,26413.48116763,22923.27177365
2023-04-25,27531,21656.11406293,23573.91428860,26282.58732965,27022.08432062,30634.81161637,28750.13751233
2023-04-26,27130,22869.53786934,24750.10885058,27188.29334215,25753.68471868,28191.50871461,26657.58073789
2023-04-27,20535,24588.55492841,26544.07818640,27645.10019897,27578.12804554,24233.13368304,22253.67255011
2023-04-28,24240,27824.35174549,28253.64776560,26301.03469586,27041.69558819,26953.84136811,22353.11306740
2023-04-29,26845,26307.57198748,24499.13530596,24875.98543434,27050.30438687,28426.39435323,27383.42737680
2023-04-30,22567,27116.52119176,23121.65248507,23068.67190986,25064.77214369,23542.74998159,22572.12808316
2023-05-01,21842,30251.19935830,29873.35486896,31752.35991293,30276.04992372,31903.43327379,26637.10419160
2023-05-02,27325,28026.58904656,29937.11830285,31367.90226097,29622.33241987,30250.09416750,26510.91794062
2023-05-03,29881,26610.92793909,28487.22866847,31017.89965320,31234.54862397,30663.68959531,27188.49017889
2023-05-04,29177,29644.48745510,31594.24010247,32758.59568027,34460.65079488,32569.93106156,27923.50843196
2023-05-05,25198,31363.50451418,31788.76110685,31884.92035152,31949.65097048,31664.91972682,25191.95071984
2023-05-06,12502,29442.25015403,27630.23569392,25147.28412168,22585.13366629,22852.22509982,19698.87081610
2023-05-07,24094,31767.97911631,27767.80144785,27451.73159965,28849.77175187,31013.47786704,24156.61304042
2023-05-08,17283,29543.36880457,29166.33220071,27708.65802129,26113.25539068,26635.70290791,23263.65695316
2023-05-09,25650,30959.02991204,32866.21221417,31374.91149257,32351.66218017,31616.78318991,24296.43515589
2023-05-10,28208,29947.84340670,31820.33553308,31472.74504428,32262.14764883,33749.71784546,29539.49940668
2023-05-11,28515,29442.25015403,31392.23362583,31969.47833644,30771.37478110,34383.24470912,30692.35731574
2023-05-12,21517,27723.23309496,28152.64452728,27107.52446015,27440.40158214,26192.14005923,20918.02187399
2023-05-13,22245,27217.63984229,25408.16445085,24541.26854092,23327.04401290,23919.60540657,20248.60984012
2023-05-14,24365,30048.96205724,26050.74639639,27213.74718218,30677.98712375,30078.99066164,23900.47472069
2023-05-15,26345,29543.36880457,29166.33220071,32250.43782208,27966.49866997,28941.99837752,26356.50393775
2023-05-16,31329,28936.65690136,30846.14744774,34323.45251212,33913.35688572,33953.60334265,31772.97830663
2023-05-17,30921,29644.48745510,31517.32581811,33528.87195309,32783.88650609,33700.32575953,30214.98853473
2023-05-18,32610,30554.55530990,32503.26924737,35270.06079534,34706.88411263,35916.06270955,32009.05952354
2023-05-19,28230,29644.48745510,30071.70605539,32333.24932618,31077.50343286,32033.30524326,26815.30480769
2023-05-20,27578,30251.19935830,28438.26160049,31432.53513757,32348.40032551,31345.17874934,27661.40273735
2023-05-21,22658,30352.31800884,26353.75611135,29093.82943406,27256.32382143,28683.93849946,25519.04075502
2023-05-22,28254,31060.14856257,30681.38077554,34000.47332811,33262.11784950,33553.86499842,26224.12119202
2023-05-23,31538,29947.84340670,31856.17983096,34353.01575861,33126.97506596,34281.96121301,30572.91165157
2023-05-24,32716,31767.97911631,33638.39382286,36374.56114640,36787.69940643,37097.12251176,33970.24489757
2023-05-25,31233,30959.02991204,32907.28220065,35273.81181874,32203.23717755,32650.31469825,29874.03346628
2023-05-26,28057,30150.08070777,30576.72224699,33528.89369763,34188.86135963,32157.97530128,29729.92148625
2023-05-27,26196,30554.55530990,28741.27131546,30749.03501299,33809.13805515,33376.68793953,29168.51019173
2023-05-28,28227,32071.33506791,28070.81116282,31612.79659592,31485.03377489,29146.00700050,26873.29567734
2023-05-29,22885,29442.25015403,29065.32896239,32552.28538628,31281.52042279,29414.96994252,27188.29042172
2023-05-30,27842,29138.89420243,31048.15392439,33114.18674361,31958.34921345,31903.70847484,28472.14548188
2023-05-31,27012,29846.72475617,31719.33229475,32400.34893659,33650.67911285,35036.50106467,28667.14085538
2023-06-01,29301,29644.48745510,31594.24010247,33000.82393631,35910.37071880,35783.37010397,28622.57467441
2023-06-02,26403,29846.72475617,30273.71253203,33627.00887010,34160.43034768,33904.75873388,30522.15930485
2023-06-03,25014,30959.02991204,29145.28426874,30995.01429243,34130.36373839,33275.26136432,26176.20697459
2023-06-04,25537,31970.21641738,27969.80792449,30582.38875189,31828.92013303,33263.74038664,30353.89694697
2023-06-05,27052,29644.48745510,29267.33543904,31201.71980174,31226.76427765,33236.54189644,27640.41764131
2023-06-06,29621,29644.48745510,31553.17011599,33704.26047495,31462.18238170,33368.78053316,29508.43297835
2023-06-07,31445,30756.79261097,32628.36143965,34144.75790753,38216.22380620,37991.78418838,31190.31626581
2023-06-08,31881,31666.86046578,33614.30486890,35724.46124575,38427.02498885,38066.62046953,34611.24468291
2023-06-09,28768,34397.06403019,34818.85825649,35889.63356367,39749.62163759,37245.88598306,32846.95191262
2023-06-10,29037,38239.57275047,36417.51742788,38551.42296282,40713.90367495,37257.58064318,33554.50029938
2023-06-11,23980,38947.40330421,34939.03136867,37126.69975456,39418.71919387,36082.90156085,31400.20275250
2023-06-12,27387,38745.16600314,38357.62688796,38694.26532540,39292.73442764,37084.51946944,32580.64279945
2023-06-13,33722,38138.45409994,40037.44213499,44441.07523208,41968.34520232,37613.81000592,37260.75381633
2023-06-14,34239,36823.91164300,38688.55573893,42981.79753996,43720.65695720,42515.55403365,39375.68174878
2023-06-15,34087,37228.38624514,39169.48297658,42457.50054658,42333.94886256,41370.86400097,38415.92869259
2023-06-16,31299,37430.62354620,37848.95540613,42235.88658422,40850.09568882,39100.54986912,37634.46562832
2023-06-17,28062,36419.43704087,34599.45913810,37787.67290142,36499.21064607,36124.57458869,32836.33047943
2023-06-18,19854,36419.43704087,32413.95041063,31209.03496132,35441.93910656,32878.23035095,26454.83123808
2023-06-19,31379,36116.08108926,35731.54269160,36065.92992088,36242.69446135,34119.67586169,32043.54214807
2023-06-20,27861,36217.19973980,38118.38060688,37681.23807778,34789.45147930,33885.68766227,31723.41598691
2023-06-21,34536,36823.91164300,38688.55573893,39530.04489136,39155.09804985,36058.18418187,30068.54404137
2023-06-22,33494,37531.74219674,39472.49269154,40906.01583786,41398.00917838,40170.48826423,37108.21559482
2023-06-23,31466,38037.33544941,38454.97483606,40707.40083105,39273.61355588,37378.76247057,33714.61888796
2023-06-24,27903,38239.57275047,36417.51742788,36956.75361054,37684.83026923,37547.05230060,32862.42419235
2023-06-25,26511,39958.58980955,35949.06375188,38367.40428126,38798.15587547,34693.89436792,31501.58089936
2023-06-26,30564,35104.89458393,34721.51030839,37913.63565872,33102.45829450,30123.79519516,30276.49184844
2023-06-27,33363,35104.89458393,37007.34498535,39144.47798771,36535.73206022,35470.23897078,32650.61912010
2023-06-28,33620,36823.91164300,38688.55573893,37955.56122709,37378.18078139,37156.72750552,32383.34578804
2023-06-29,29539,35206.01323446,37149.41821015,37392.32342873,35222.77107357,35435.21275254,32809.30475472
2023-06-30,27805,33082.52157325,33505.81615831,34060.73081732,30636.00385547,29473.54215640,27398.63464578
2023-07-01,26059,35408.25053553,33589.42675488,34568.77095037,31141.66472101,28620.03784379,26613.33580276
2023-07-02,23634,33183.64022378,29181.84678435,32470.91080640,28198.12742468,23866.40937888,23334.50932363
2023-07-03,27828,32475.80967005,32095.42611203,34699.91530211,34197.66897815,28959.47400249,25498.80820298
2023-07-04,22508,31363.50451418,33270.22516746,33074.26030826,32489.70991672,32325.60738954,27527.06240218
2023-07-05,31386,31767.97911631,33638.39382286,34376.17803405,34774.39856689,33013.75784594,29140.06395258
2023-07-06,33482,33183.64022378,35129.35344372,37696.53931982,36238.48993846,34901.77036258,33103.28006165
2023-07-07,30999,37531.74219674,37949.95864445,41066.05443587,43155.99160597,40167.96114143,37026.51937798
2023-07-08,21428,37733.97949781,35912.50123627,35438.13823104,33826.56764737,34877.47807886,30050.98526181
2023-07-09,25178,35711.60648713,31706.92774238,31787.85562248,29908.77696377,29054.12012430,25945.09465979
2023-07-10,29560,35509.36918606,35125.52326168,35898.81788176,35280.03790732,32489.80857083,32862.14517357
2023-07-11,31414,35812.72513766,37714.36765360,38303.24338250,35754.71602361,33181.12387987,31307.07182376
