date,bikes_hired,Baseline,A,B,C,D,E
2017-08-11,34462,31464.62316471,31889.76434517,31280.28746727,33369.80040465,32394.70905911,36907.93244848
2017-08-12,31034,33992.58942805,32175.38141838,32052.61705606,29429.36050110,32547.23973199,35875.27714256
2017-08-13,34928,32172.45371845,28171.81440114,30241.10756752,29645.33255273,31899.97319738,37150.33608772
2017-08-14,35979,33284.75887432,32903.45201861,33617.39019670,34596.95394002,34823.06408456,37145.38717555
2017-08-15,38181,33992.58942805,35896.30936381,36550.39460892,36385.75554890,36311.75821957,39777.38381743
2017-08-16,37037,32273.57236898,34143.41001447,35107.55158142,36430.62105509,36611.66292066,38896.31529372
2017-08-17,31947,34700.41998179,36644.40201854,35207.58034511,37272.43636292,36144.93282079,36738.80715065
2017-08-18,28252,31869.09776684,32293.77729846,31506.08105870,31328.68276435,29734.52576390,34113.29902089
2017-08-19,29156,31262.38586364,29448.29398371,30230.77141584,29298.82218897,27470.92239934,31408.60731572
2017-08-20,25270,30655.67396044,26656.76582632,26795.47426920,28262.77448061,28810.22205278,30605.01549159
2017-08-21,27725,31767.97911631,31388.40344379,28294.48791405,27873.31414323,29171.69253867,30457.28792302
2017-08-22,33327,33891.47077752,35795.30612549,33158.26126848,32172.33401186,32612.08927691,35599.57914025
2017-08-23,34439,34700.41998179,36567.48773418,34524.48708168,34332.78576734,33746.23993784,35825.43770780
2017-08-24,34548,31869.09776684,33816.31134554,33122.38300500,33660.94827001,34535.49244579,36267.00657286
2017-08-25,35108,32475.80967005,32899.79672839,32359.50648994,35018.76995034,36618.35662077,38446.91120979
2017-08-26,31442,33790.35212699,31973.37494174,31303.87108823,33177.71506663,34717.57253441,36174.15351831
2017-08-27,33657,34599.30133126,30595.89212085,30526.02765193,32129.09327181,33967.17572708,36340.81590217
2017-08-28,34862,35408.25053553,35024.52002335,33657.26875752,37116.90469488,35720.68201112,38001.22805478
2017-08-29,35427,35206.01323446,37108.34822367,35552.36327893,38582.80821075,40365.84978277,40181.73982431
2017-08-30,22542,28532.18229923,30406.29019658,27705.07849374,27389.04877036,27165.51136008,26852.33166243
2017-08-31,35953,29240.01285297,31190.22714919,30332.56209646,33233.09328631,35763.44741109,37462.12233974
2017-09-01,36194,30251.19935830,30677.72548531,30845.13494901,32835.68587832,35245.80573354,39686.53218263
2017-09-02,35246,30554.55530990,28741.27131546,28750.65190064,30650.19424979,32924.38531766,37764.65645690
2017-09-03,21934,30554.55530990,26555.76258799,25966.92330521,25915.76163964,27106.85978307,30961.52635543
2017-09-04,28710,32880.28427218,32499.43906532,28405.73166840,30406.06576272,31608.96535725,33647.20707393
2017-09-05,32336,33385.87752485,35290.28993388,32245.21652908,31040.91869081,32577.12772536,37342.12695712
2017-09-06,36559,30352.31800884,32224.34848636,32263.73789981,30708.53054295,31511.50580802,37271.26118776
2017-09-07,35614,30756.79261097,32705.27572401,32466.12567455,31945.08308420,32173.43603337,36756.41714241
2017-09-08,23199,30655.67396044,31081.73843860,28164.18946794,26031.64620060,27911.17610961,31903.10968647
2017-09-09,28349,28228.82634763,26418.19683406,24853.43141945,27886.62213725,30280.21420838,34808.36931131
2017-09-10,21298,28329.94499816,24333.69134492,21949.52645185,22872.43189453,20791.33561565,25048.96531347
2017-09-11,26886,29442.25015403,29065.32896239,28232.54815353,30842.39545509,28336.29545481,31053.22527828
2017-09-12,32569,29037.77555190,30947.15068607,30590.03798732,31869.40990311,32744.45258858,37121.51606197
2017-09-13,32583,29745.60610563,31618.32905643,32540.71099677,30547.79018855,27395.35159257,33076.41310360
2017-09-14,33252,27116.52119176,29069.15914444,28617.27143134,30450.56623464,32320.64765619,34851.32960506
2017-09-15,31628,25903.09738535,26334.58623750,24930.77623850,28010.43075710,31053.53299257,34668.32596493
2017-09-16,26166,25801.97873482,23994.11911435,21560.84382252,22928.59047147,25122.82312125,30993.29084599
2017-09-17,25300,26914.28389069,22919.64600842,20301.35714168,22799.27002065,25083.84702919,29662.46621788
2017-09-18,30718,27824.35174549,27449.27714925,25290.61929945,25413.70146300,26804.28772186,32715.11833199
2017-09-19,34917,26712.04658962,28624.07620467,26813.93163415,28474.22578641,30232.87618173,34907.87605506
2017-09-20,35149,28431.06364869,30305.28695826,28531.75394604,30978.54471473,31671.07975472,34505.60306747
2017-09-21,31174,30959.02991204,32907.28220065,31418.34541007,30840.27510639,30548.93258957,35255.91330099
2017-09-22,36125,28431.06364869,28859.66719553,28446.34415932,30739.58643722,32403.62238478,36778.76512730
2017-09-23,30654,29745.60610563,27933.24540889,26886.06655753,28323.78190709,31144.38850992,32361.47445104
2017-09-24,32726,31464.62316471,27464.79173289,26399.26255592,27036.42793969,25259.32736679,31012.79871687
2017-09-25,30066,31767.97911631,31388.40344379,28778.94442614,27600.79060171,27331.40330217,31215.97859854
2017-09-26,37394,31161.26721311,33068.21869081,30387.68829210,30842.40875141,31188.53837113,36443.77386621
2017-09-27,34694,31262.38586364,33133.37763125,30334.35165411,31483.12796436,29532.90926893,34448.95619569
2017-09-28,35526,32273.57236898,34220.32429883,31592.02174012,31091.70549364,31931.61522179,35172.71333216
2017-09-29,28782,31363.50451418,31788.76110685,28130.38238287,28492.09175762,28566.61657620,31478.14188710
2017-09-30,29003,28936.65690136,27125.21950231,25707.79460654,26170.45443358,27561.68392612,31612.95107924
2017-10-01,22814,31363.50451418,27363.78849457,23713.62829560,22115.55964691,23344.58543629,26729.83496417
2017-10-02,33891,30554.55530990,30176.36458393,30927.55997233,28157.01480818,26834.97582703,31893.70744669
2017-10-03,37187,27520.99579389,29432.10211124,30555.78596159,29057.03305852,29544.74202068,34602.85356775
2017-10-04,36798,27622.11444442,29497.26105168,30361.14950757,29342.17364648,28916.48274456,32292.28175176
2017-10-05,34779,29341.13150350,31291.23038751,32493.36846868,30195.86369396,29462.88299522,34618.42663440
2017-10-06,35344,26408.69063802,26839.60242910,28044.06097029,28251.51304130,30820.66295812,35220.16847491
2017-10-07,25505,28734.41960030,26923.21302567,25665.54771884,26671.88585489,26596.15372060,27189.35403600
2017-10-08,28830,28026.58904656,24030.68162996,21886.15612029,21572.14318755,25698.52210675,29166.95405049
2017-10-09,34182,28431.06364869,28055.29657918,25841.25941063,27088.24443094,28814.74139332,30147.93545273
2017-10-10,35961,29442.25015403,31351.16363935,29039.49103444,28189.83410768,29472.66754443,33271.42928928
2017-10-11,32760,30857.91126151,32729.36467797,31238.95659087,27836.21787883,28398.21019439,33415.55325744
2017-10-12,36372,28127.70769709,30079.19152765,29090.91981391,30501.55639406,30099.11937544,32660.66231991
2017-10-13,34229,31060.14856257,31485.75139189,28571.65425140,29686.50578196,28836.30855503,30954.58376241
2017-10-14,32123,32475.80967005,30660.33284356,28445.49825371,27603.39136083,28708.09932873,31769.25801089
2017-10-15,32696,30756.79261097,26757.76906464,23849.30157654,25864.61619190,23485.54237935,27454.25892139
2017-10-16,34787,32374.69101951,31994.42287371,30359.05462550,34018.60008524,29124.94639114,30338.78900090
2017-10-17,35199,28228.82634763,30139.12477949,31248.66364465,28377.06864275,25827.25805696,31710.76787590
2017-10-18,27348,28633.30094976,30507.29343490,27746.38762560,26089.86290117,27636.73756607,31505.30121008
2017-10-19,31069,31060.14856257,33008.28543897,29118.11473351,27680.09605576,26735.49454149,31875.74693114
2017-10-20,31306,28329.94499816,28758.66395721,27052.59393123,24768.56545202,23161.40323966,27355.44134947
2017-10-21,22475,29138.89420243,27327.22597896,26577.65470239,23781.35250788,20402.81580746,25851.76425313
2017-10-22,21013,26509.80928855,22515.63305514,23587.87326286,21120.01212076,20799.25002002,24845.72622116
2017-10-23,30604,28026.58904656,27651.28362589,24666.73848303,25638.68919126,28451.33342253,30211.24489320
2017-10-24,33732,31869.09776684,33775.24135906,30676.85221509,29819.83925871,30309.24846008,33111.49107313
2017-10-25,36064,30756.79261097,32628.36143965,32126.18910718,31250.77810081,32187.91416161,35163.18522515
2017-10-26,28423,26914.28389069,28867.15266780,25325.12877507,26324.60822535,28978.34080995,31603.13701128
2017-10-27,34654,25903.09738535,26334.58623750,25495.97550260,26135.73380076,29308.49108898,32998.12597409
2017-10-28,26633,25903.09738535,24095.12235267,22631.62304256,26020.01899939,25300.91864064,26484.50059339
2017-10-29,22228,26813.16524015,22818.64277010,23207.15845834,23045.76815333,23105.73603041,25057.97415879
2017-10-30,31364,21858.35136400,21490.08608829,21561.49648775,24547.96733489,27245.44274535,29095.83608153
2017-10-31,33312,25094.14818108,27008.02439153,26475.95653252,26990.78341034,26583.29846707,29307.63745831
2017-11-01,34747,26004.21603588,27881.20923854,26833.83570138,28695.02865920,29887.22255502,31901.58669882
2017-11-02,34290,24285.19897681,26241.06847144,23605.14933072,24367.29620317,26286.05381607,30963.68946630
2017-11-03,34716,26307.57198748,26738.59919078,24692.29900586,26031.15349081,27222.78775703,30137.17962092
2017-11-04,17801,26509.80928855,24701.14178260,22112.42168956,21840.81659989,21672.98013996,24782.26225024
2017-11-05,21588,21757.23271346,17768.48085403,17750.50628098,18377.32926518,20263.23276797,23596.73361937
2017-11-06,30663,20644.92755759,20278.04722843,19975.75975329,23814.92170301,25412.62350629,27501.83297075
2017-11-07,27314,24588.55492841,26503.00819992,25724.39729715,24117.86056443,26488.93021121,30100.32981634
2017-11-08,29455,22060.58866506,23942.08294401,22719.75424659,22019.59147145,22913.29362991,26382.04850167
2017-11-09,31374,22970.65651987,24928.02637326,23229.61612062,27019.49969231,28324.16874215,28686.78858788
2017-11-10,28480,24386.31762734,24819.53766268,25582.83760489,24083.67269768,23973.32205348,27522.14874832
2017-11-11,16679,22869.53786934,21065.02520303,18848.95239845,17150.73244020,17842.07516559,22885.21318875
2017-11-12,16460,21656.11406293,17667.47761571,17971.61109317,15135.10623083,15628.74303129,21675.41682944
2017-11-13,29301,19835.97835332,19470.02132186,20311.41440256,20950.82844194,23259.34909874,26346.76693177
2017-11-14,29355,23779.60572414,25694.98229335,24202.96865010,24900.69624036,26503.94287234,28623.47350639
2017-11-15,30564,25801.97873482,27679.20276190,24328.93487725,22276.22553064,24069.69103063,29662.50980807
2017-11-16,31112,25397.50413268,27352.10409297,25553.29069339,26266.33827277,26825.26857714,29407.95562009
2017-11-17,29876,19633.74105225,20072.38546157,20209.74144709,23130.09667088,25351.67191727,27258.47197814
2017-11-18,12976,21656.11406293,19852.98634317,19180.85602433,18269.90047025,21752.27016008,25131.35840775
2017-11-19,18874,20038.21565439,16051.42580257,16806.02278339,17054.40449473,21384.67848037,24424.67401482
2017-11-20,25998,25296.38548215,24924.19619122,22643.03596278,22385.05431574,21741.20020940,24740.49652260
2017-11-21,31316,28026.58904656,29937.11830285,28037.26374039,24992.45398113,25095.77640826,29596.66798008
2017-11-22,31315,29442.25015403,31315.31934147,31710.28452108,28086.78848487,24362.21032063,28616.67032315
2017-11-23,30147,26509.80928855,28463.13971451,29721.85773645,30605.75469713,26429.69312658,26998.03623467
2017-11-24,28930,20240.45295546,20678.40489150,20740.19587027,20486.88745084,24661.44722202,28368.07997225
2017-11-25,17691,17813.60534264,16014.86328696,16521.08186163,18358.91261341,19643.49187465,22448.07716485
2017-11-26,15229,19633.74105225,15647.41284929,16539.85781595,16697.57719917,18719.28687774,21742.90244968
2017-11-27,24324,23375.13112200,23005.13466311,22261.87621759,21293.81809880,21267.88528834,24218.68160248
2017-11-28,28202,19431.50375119,21351.84304553,21518.32002015,20597.81303904,24604.16855936,28952.19824689
2017-11-29,27319,18925.91049852,20810.98255605,20450.07244689,19237.72176003,20756.43023386,25639.65559314
2017-11-30,25986,16802.41883731,18766.82883566,20063.81706133,18138.34930535,19201.62627045,24511.61249023
2017-12-01,24321,18723.67319745,19163.35631668,18344.21834813,18350.94230352,18000.12706534,19228.38938463
2017-12-02,16887,19431.50375119,17630.91510010,16717.75714724,15715.87607680,17404.53767454,19260.84934519
2017-12-03,12773,22869.53786934,18879.51647557,15923.92398699,14898.71320422,16456.18004988,18145.55646235
2017-12-04,27613,21554.99541240,21187.07637333,19519.92873185,19508.62448527,21565.77091597,22396.75884756
2017-12-05,29611,22970.65651987,24886.95638678,24720.29449140,20806.49157517,24713.96193203,26514.53130200
2017-12-06,29058,24184.08032627,26063.15094876,26736.21334410,24106.56859922,25455.14545755,25602.42029665
2017-12-07,24810,23981.84302521,25938.05875648,25398.86229549,25482.26477854,22845.20400874,21109.43259340
2017-12-08,24431,17813.60534264,18254.32717179,19890.07652176,17761.91097719,18959.47774295,20058.34634549
2017-12-09,15509,16094.58828357,14297.80823550,15253.62735599,15848.74441901,17892.07249137,17992.46452031
2017-12-10,5143,16397.94423517,12415.30922300,10898.22836382,9933.84718905,7868.42880568,10601.51512018
2017-12-11,13055,17004.65613837,16641.93064886,15440.59211796,13831.20928979,9929.04491962,13342.28851950
2017-12-12,22780,15285.63907930,17210.71027436,17321.62030164,19340.05886055,17485.10920298,18892.50492250
2017-12-13,20074,20442.69025652,22326.03113087,20605.43860064,21030.37870243,17626.71479183,18139.61994331
2017-12-14,24064,18925.91049852,20887.89684041,21173.53708634,20714.82471642,20109.23783011,20552.25394622
2017-12-15,21107,18723.67319745,19163.35631668,18202.91853210,17273.28439029,17639.84884409,18834.92473327
2017-12-16,12229,17510.24939104,15711.85357200,15831.95520196,15777.69502631,18713.39282562,19407.02589818
2017-12-17,7519,18420.31724585,14435.37398943,12289.61026503,18415.00006247,15603.45469393,12604.16679168
2017-12-18,23414,19128.14779958,18762.99865361,18084.42443124,20137.81349121,21050.17853961,20405.06993398
2017-12-19,22935,18824.79184798,20745.82361561,18949.11110862,20029.55595732,20348.96034427,21063.59233937
2017-12-20,21801,24082.96167574,25962.14771044,22476.09541951,21164.81395139,22073.33235571,24082.20225776
2017-12-21,20945,25700.86008428,27655.11380794,24122.92011268,22409.40632977,22821.14796823,24385.39216446
2017-12-22,17124,24790.79222948,25223.55061596,22054.09322767,20348.25643693,21604.60983980,23390.43117156
2017-12-23,9725,24386.31762734,22580.07377785,19912.67451236,17145.89449673,17348.80120466,19552.53780894
2017-12-24,7498,24588.55492841,20596.57152703,18584.19096487,15937.79986955,18228.09052743,19125.30908717
2017-12-25,27305,25296.38548215,24924.19619122,23450.46348292,20092.35502925,18902.88045645,20242.73205749
2017-12-26,7149,20847.16485866,22765.88838203,21814.04823408,20080.57190448,18167.03285445,20258.99486016
2017-12-27,5426,18521.43589638,20406.96960276,19638.89390336,22218.57655835,18312.50687523,17013.56911538
2017-12-28,11236,16903.53748784,18867.83207398,19297.69867304,19325.91667166,22173.78107988,22644.98151269
2017-12-29,8346,19532.62240172,19971.38222325,19825.27561917,21973.10792758,17831.41737949,16020.71144979
2017-12-30,10908,25801.97873482,23994.11911435,23518.85555886,23336.93722248,16806.87488616,15776.93697089
2017-12-31,9292,25801.97873482,21808.61038689,20008.44219530,19839.73655151,14965.88525470,13530.00778321
2018-01-01,10235,22970.65651987,22601.12170983,23630.75197844,20510.74624877,19176.31338015,19036.69647389
2018-01-02,14394,23779.60572414,25694.98229335,25050.76754624,27912.93977100,23447.17721780,19639.73493914
2018-01-03,20265,25195.26683161,27073.18333197,29894.55823113,27788.10304387,20291.49484650,18518.74669406
2018-01-04,17543,24386.31762734,26342.07170976,26492.64047107,28058.19892462,18487.40344354,15297.81203478
2018-01-05,21759,22465.06326720,22900.47613457,23263.85181137,22584.23556252,21461.49083654,20401.45790367
2018-01-06,13920,20139.33430492,18337.93776835,18500.66198248,17154.35835311,17102.44417890,17853.94555554
2018-01-07,12259,19633.74105225,15647.41284929,18457.49817628,17034.72072551,16053.72719975,15129.23795531
2018-01-08,23374,20543.80890706,20177.04399011,20519.83557354,17565.47812733,17276.61108246,18675.65254153
2018-01-09,24683,21554.99541240,23472.91105028,22284.88334910,21352.50651550,21720.62652128,22284.91514482
2018-01-10,26787,23577.36842307,25457.13151883,24005.51892853,22671.33677177,23292.06116795,24458.88264159
2018-01-11,25222,22970.65651987,24928.02637326,23269.98749663,20588.17796878,21425.24333159,23349.61245371
2018-01-12,24696,22970.65651987,23405.49232618,22400.55600646,18905.22933907,19251.32173340,21317.05017124
2018-01-13,17512,22060.58866506,20256.99929646,21102.24740805,18835.02172203,18566.27522990,19119.36491421
2018-01-14,15070,21352.75811133,17364.46790075,19684.58130592,16389.40891624,16587.00069797,16872.54387105
2018-01-15,19161,24184.08032627,23813.16056968,23117.17716053,23246.94694471,19281.34831203,17625.40318736
2018-01-16,26921,21656.11406293,23573.91428860,25737.57375355,23398.22200917,22358.08938773,22316.24356585
2018-01-17,26934,20948.28350919,22831.04732247,26221.74864486,24615.14086339,21197.88616622,20455.79821809
2018-01-18,26471,23880.72437467,25837.05551815,28264.29223614,29059.03280448,20759.57651542,17801.40912771
2018-01-19,25799,19835.97835332,20274.39193821,21887.02906308,21338.51828867,21506.09208724,20772.22793213
2018-01-20,9398,19633.74105225,17832.92157675,17123.34641900,14586.48832177,15064.15005006,17296.35108509
2018-01-21,5859,19532.62240172,15546.40961096,13834.03786763,21046.16846186,17467.76980466,12453.52994872
2018-01-22,26337,25195.26683161,24823.19295290,25104.75214336,22059.14597734,22723.08532018,23041.54283819
2018-01-23,26003,26813.16524015,28725.07944299,27824.15379018,27228.92973251,26225.64151585,24804.78991880
2018-01-24,20206,26105.33468642,27982.21247686,26673.28795321,26810.31693810,19617.66952620,16848.59889128
2018-01-25,28189,23779.60572414,25736.05227983,26426.45687197,25881.62268659,25476.05230682,24679.87162037
2018-01-26,26430,21858.35136400,22294.45670464,22329.68362812,21201.62602831,23313.87894542,23247.18466348
2018-01-27,14472,23779.60572414,21974.05434792,21239.30338550,21887.16466018,19506.55650214,18417.61841321
2018-01-28,17512,27318.75849282,23323.65896171,22222.74852541,20668.22239146,21006.91835338,20223.96355558
2018-01-29,26371,26307.57198748,25934.22857443,26911.59369000,25065.44872672,24772.43396508,23213.85525062
2018-01-30,28002,21251.63946079,23169.90133532,23271.16879373,24513.88959750,25220.14391338,24328.18650581
2018-01-31,24117,22869.53786934,24750.10885058,25573.43830187,25756.51142834,24377.07862064,22410.84166917
2018-02-01,25525,21251.63946079,23210.97132180,25676.32820763,23982.96408023,23651.25773202,23154.04288073
2018-02-02,25331,21656.11406293,22092.45022800,24810.64774086,22123.11022664,23169.34827804,22507.32755390
2018-02-03,8975,20139.33430492,18337.93776835,18419.91923047,16183.50527688,18276.01408903,19522.69202151
2018-02-04,13833,19734.85970279,15748.41608761,17953.79373205,15865.79778129,17820.74534313,17575.35305670
2018-02-05,23898,19027.02914905,18661.99541529,21131.52556392,18765.80065616,20217.70883117,20502.99270799
2018-02-06,25349,18218.07994478,20139.80418568,24090.83501442,21373.64576531,21742.34368394,22594.66100390
2018-02-07,25388,18622.55454691,20507.97284108,24161.42577199,23421.45852225,24475.57220605,23363.16935465
2018-02-08,25791,19229.26645012,21190.90655537,23538.07585029,25478.57168523,25246.07726918,23059.38265702
2018-02-09,21037,21049.40215973,21486.43079807,23129.60910147,20285.23776549,19452.66788881,19880.01042542
2018-02-10,9956,20240.45295546,18438.94100668,18017.14322625,22364.96379996,20190.04962838,16850.02055315
2018-02-11,14621,21453.87676186,17465.47113907,20311.27538988,22274.44831147,20053.31923294,16804.93304758
2018-02-12,24719,19027.02914905,18661.99541529,21575.61070000,22616.53785524,23566.51433847,21935.03954659
2018-02-13,20931,20341.57160599,22260.87219043,22636.97266298,20798.15207328,18343.75019893,19621.72259586
2018-02-14,18866,19937.09700385,21821.01493926,21630.21990958,22333.48472314,18209.49481817,18254.42220762
2018-02-15,25264,23678.48707361,25635.04904151,26930.16131621,25095.13676636,22681.76609254,23131.08277116
2018-02-16,25411,20948.28350919,21385.42755975,23592.94216971,25383.36750129,26166.04440422,24250.46933353
2018-02-17,23169,21959.47001453,20155.99605814,21807.80873233,23709.20307670,24945.31668903,23178.90418204
2018-02-18,18624,22667.30056827,18677.50999893,18889.34461181,20428.76133500,21436.06748874,20374.75519917
2018-02-19,19879,24790.79222948,24419.17999961,22012.59085543,22175.62524495,21877.45437668,21615.55308316
2018-02-20,25055,24487.43627788,26402.00496160,26490.51568543,23159.80292668,22141.54489500,23960.55683394
2018-02-21,26434,20948.28350919,22831.04732247,24405.03672455,22077.03285670,21549.35162813,23969.31348115
2018-02-22,26179,19734.85970279,21695.92274698,25319.10517384,23261.67453969,21631.82203185,22822.29371903
2018-02-23,23067,18420.31724585,18860.34660171,22479.47112130,19459.18180625,17479.20150905,18584.56829333
2018-02-24,16522,18622.55454691,16822.88919353,21393.33471726,20814.17346333,17878.62250135,17801.54931096
2018-02-25,14037,17712.48669211,13728.35132118,19368.22246333,17326.44086599,16357.39108208,16865.12829377
2018-02-26,19204,16094.58828357,15732.90150397,20640.05982023,17490.09318274,17006.74932064,18449.72823358
2018-02-27,18741,14476.68987503,16402.68436779,20624.57108743,18190.50413582,19485.45369808,21099.96854390
2018-02-28,10619,12555.43551489,14447.77854180,17766.85438798,16912.92264589,14192.82754767,16176.05934100
2018-03-01,8744,13869.97797183,15837.73492434,19209.00893358,18863.84518306,14022.80152864,13851.03953971
2018-03-02,8234,15285.63907930,15729.24621375,17121.37905707,14959.99288478,10842.03692795,12758.02722288
2018-03-03,7924,18116.96129425,16317.87300193,15131.08265693,13621.59487827,10910.03874187,13912.04144795
2018-03-04,10853,21959.47001453,17970.48733068,16702.72601649,17272.52128737,17825.62471042,17635.77094506
2018-03-05,24818,23375.13112200,23005.13466311,22847.26116970,23613.73094052,23444.65295816,23425.13034840
2018-03-06,26301,23476.24977254,25391.97257839,26360.02399893,24296.20202399,25932.31677662,26356.97709661
2018-03-07,22044,22768.41921880,24649.10561226,25693.61467404,26495.28851804,24477.24571855,23060.39806729
2018-03-08,25967,23071.77517040,25029.02961158,27368.61991719,25325.57664929,21963.79612357,22409.91586402
2018-03-09,18912,22869.53786934,23304.48908785,22339.06118660,23622.51754468,23758.55685882,22049.06252284
2018-03-10,18717,27318.75849282,25509.16768917,23916.44996866,23565.94886891,22666.95746056,21401.48204892
2018-03-11,16259,24993.02953055,21000.58448032,19032.02712434,17919.28281143,18313.46445505,18879.93021463
2018-03-12,19996,24993.02953055,24621.18647625,23084.30783131,21323.63818797,21926.96577478,22818.63244536
2018-03-13,28069,23779.60572414,25694.98229335,26564.69414651,26603.23708511,28398.09082532,27439.05989555
2018-03-14,28769,24790.79222948,26669.17037869,28659.48023952,29439.16213611,27310.21995108,26714.29885724
2018-03-15,25318,25903.09738535,27857.12028458,27475.61983296,27435.16002340,25815.76040186,24022.41662470
2018-03-16,28308,26206.45333695,26637.59595246,27678.84307453,27283.96047927,26861.91181433,26324.09221278
2018-03-17,8106,17510.24939104,15711.85357200,16760.49685013,22544.64712452,17832.71922568,12845.71779567
2018-03-18,6624,16195.70693410,12213.30274636,14469.21962875,11245.97326659,8431.96213973,10695.48501508
2018-03-19,20488,17611.36804158,17247.95007879,22632.32358231,19671.54115116,16803.73257668,17483.57270742
2018-03-20,24582,20948.28350919,22866.89162035,26699.92248678,25626.17729599,24124.08741651,24226.72873194
2018-03-21,27719,21656.11406293,23538.06999072,27136.66889596,29209.78733427,27596.15788849,26493.37852544
2018-03-22,27228,23678.48707361,25635.04904151,28000.00278039,28375.85564277,28235.01427051,27052.67833741
2018-03-23,26894,25195.26683161,25627.56356925,27992.43652410,27953.49042047,25499.78872077,25154.38838013
2018-03-24,18804,24184.08032627,22378.06730121,21929.36780101,19450.23525565,20118.50374855,20967.22217323
2018-03-25,19723,25195.26683161,21202.59095696,22425.09822063,21183.97325520,21535.76403001,21096.74210435
2018-03-26,29486,24993.02953055,24621.18647625,29301.49973639,27421.18705205,28061.20625861,30048.98858857
2018-03-27,22603,25195.26683161,27109.02762985,27990.82088863,31042.72630736,27413.00103173,23139.25493381
2018-03-28,15800,22060.58866506,23942.08294401,23890.52415079,23963.24827394,22573.72442085,21621.79362293
2018-03-29,20237,21656.11406293,23614.98427508,23560.58199065,25861.29891845,24786.44722317,23780.14787328
2018-03-30,6362,22060.58866506,22496.46318128,21221.34629962,20148.61138296,18824.33429854,19245.64613807
2018-03-31,11032,21959.47001453,20155.99605814,20414.99626009,20843.99752230,22432.02117382,21192.77536206
2018-04-01,13504,21858.35136400,17869.48409236,19689.27008516,17097.94475061,18439.26490788,19009.35375296
2018-04-02,7998,24285.19897681,23914.16380800,22028.08776419,22207.99525989,19261.46678984,18547.04355455
2018-04-03,22708,27318.75849282,29230.09563460,28313.29908150,26871.95117801,25269.54577589,25741.24747326
2018-04-04,23173,26206.45333695,28083.21571519,28046.85249329,25942.79007510,23473.74260841,25165.62894072
2018-04-05,30508,24386.31762734,26342.07170976,30852.74907983,30753.44571000,29419.88748341,30434.51994972
2018-04-06,30690,26914.28389069,27344.61862071,30289.36111792,32740.26597806,30179.03466008,27694.59045289
2018-04-07,25909,28835.53825083,27024.21626399,27846.53977906,28622.25690795,26938.97014858,24944.96455274
2018-04-08,9759,26509.80928855,22515.63305514,20015.00648624,17173.10152029,18555.27315475,20188.58317562
2018-04-09,16324,24993.02953055,24621.18647625,21731.86673507,19376.76321341,18242.91698763,19589.96859637
2018-04-10,26751,26610.92793909,28523.07296635,26389.09443023,27175.12225935,24442.79930178,23421.82815081
2018-04-11,24883,25599.74143375,27477.19628526,25376.71514174,24931.55942359,23656.34524059,23812.81093984
2018-04-12,26473,24689.67357894,26645.08142473,24537.44200227,23855.88123097,23413.48189175,24190.91673442
2018-04-13,27363,24993.02953055,25425.55709260,24619.55111582,24019.09735206,24267.24518896,24544.60950009
2018-04-14,34235,28835.53825083,27024.21626399,27846.53977906,31424.79312755,29908.62105023,29268.91230269
2018-04-15,21324,28026.58904656,24030.68162996,23379.89703255,23680.54283808,22391.40090647,22126.90512303
2018-04-16,30730,27622.11444442,27247.27067261,29103.83882041,27472.14890449,25763.18399680,26564.41522715
2018-04-17,33025,30655.67396044,32563.20249921,35631.27839377,35630.82589835,32219.15276646,32166.97920564
2018-04-18,40544,33891.47077752,35759.46182761,37847.62355547,40570.39063530,39252.20640153,37302.71352389
2018-04-19,43585,36217.19973980,38159.45059336,41519.58133994,43050.10331412,41004.72841660,39251.56948019
2018-04-20,45048,35812.72513766,36232.90359299,38385.60176998,39435.45960117,39694.85148938,37905.49541589
2018-04-21,42328,33082.52157325,31266.35227349,32124.92000544,35649.02862679,34706.78345479,31779.51243727
2018-04-22,38395,33790.35212699,29787.86621428,30134.99753308,32088.21364459,29263.36240075,27566.60501703
2018-04-23,35940,28431.06364869,28055.29657918,29797.65425932,29105.00907218,29095.68494479,28268.29395779
2018-04-24,33430,29341.13150350,31250.16040103,31440.65015101,31528.02121997,30377.57628589,28665.45083235
2018-04-25,33426,27723.23309496,29598.26429001,31472.30010361,29720.94990774,28257.24978780,29068.71686736
2018-04-26,34995,26712.04658962,28665.14619115,31156.91709639,32017.93981340,30526.08165785,29057.00615336
2018-04-27,21387,25700.86008428,26132.57976085,24807.78659879,23770.10881449,22970.38507880,22140.74111765
2018-04-28,17368,25094.14818108,23287.09644610,21635.02228360,19587.75912231,20185.86815444,20607.91448864
2018-04-29,15822,23476.24977254,19485.53590550,19219.81766665,16168.37215994,16644.95224994,17692.32407575
2018-04-30,17112,22970.65651987,22601.12170983,24236.32261854,23095.77043139,19237.00045491,17840.61909749
2018-05-01,34598,24891.91088001,26806.01791489,30228.61898948,32343.89913276,30737.05142888,30687.57498175
2018-05-02,23727,26206.45333695,28083.21571519,28652.42313340,30712.73285073,28161.44995441,24306.73932350
2018-05-03,35477,27015.40254122,28968.15590612,31159.73036394,34638.80720860,34620.09582674,32430.99658947
2018-05-04,36447,30959.02991204,31384.74815356,34000.66656850,34407.60321573,35503.55841070,35498.26401924
2018-05-05,39070,31565.74181524,29751.30369867,33523.85182796,35211.48511948,34574.07196562,33420.67700729
